police_station,junction_name,grid_lat,grid_lon,hour_sin,hour_cos,day_sin,day_cos,police_station_freq,junction_name_freq,vehicle_mass_impact,prev_hour_impact,prev_2hour_impact,predicted_impact,actual_impact
Cubbon Park,BTP063 - Siddalingaiah Circle,12.9714,77.5963,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0.010218647726481444,0.0034120186616530884,4.0,0.0,0.0,2.691295,1.9999999999999996
Magadi Road,BTP074 - Leprosy Hospital Junction,12.9758,77.5637,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,0.026460552886289256,0.0038994498990321006,4.0,0.0,0.0,2.6454499,5.0
Halasuru Gate,BTP075 - Police Corner,12.9675,77.586,0.0,1.0,-0.433883739117558,-0.9009688679024191,0.025520506928486873,0.0006441055636794095,2.0,0.0,0.0,1.2400162,1.0
Upparpet,BTP040 - Elite Junction,12.9771,77.5757,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,0.1027261332776269,0.028967342107095607,4.0,1.2,4.8,2.9668932,2.4
City Market,BTP082 - KR Market Junction,12.9646,77.5762,-0.9659258262890684,0.2588190451025203,0.43388373911755823,-0.900968867902419,0.06268713877863659,0.03944711371074438,2.0,1.2,2.4,1.7612097,1.2
Malleshwaram,No Junction,13.0009,77.5713,0.7071067811865475,0.7071067811865476,-0.433883739117558,-0.9009688679024191,0.08923473295731495,0.5119768818327415,1.0,1.2,1.0,1.1749883,1.0
Kodigehalli,No Junction,13.0712,77.5924,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,0.031578580878768886,0.5119768818327415,2.0,2.0,0.0,1.5407865,1.0
R.T. Nagar,No Junction,13.0235,77.5849,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,0.004508738945755867,0.5119768818327415,1.0,1.0,0.0,1.1096518,1.0
No Police Station,BTP067 - Jai Muni Rao Circle,12.979,77.5405,-0.7071067811865477,0.7071067811865474,-0.433883739117558,-0.9009688679024191,0.0014622937121370379,0.0015319267460483254,4.0,0.0,0.0,2.46187,1.9999999999999996
HAL Old Airport,No Junction,12.9651,77.7182,0.49999999999999994,0.8660254037844387,0.0,1.0,0.063818675579695,0.5119768818327415,0.5,1.2,0.0,1.1585438,1.0
Mahadevapura,No Junction,13.0056,77.7568,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,0.021986630457489033,0.5119768818327415,0.5,0.0,0.0,1.1935625,1.0
Vijayanagara,"BTP022 - Marenahalli Junction, Vijayanagar",12.9676,77.5362,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,0.048238284242044425,0.003586101246431307,2.0,0.0,0.0,1.1556921,1.0
Jeevanbheemanagar,No Junction,12.9598,77.6471,-0.7071067811865477,0.7071067811865474,-0.433883739117558,-0.9009688679024191,0.021464382703154376,0.5119768818327415,1.0,0.0,0.0,1.2547863,1.0
HAL Old Airport,No Junction,12.9589,77.716,-0.25881904510252157,0.9659258262890681,0.0,1.0,0.063818675579695,0.5119768818327415,1.5,0.0,0.0,2.5791936,2.4
Malleshwaram,No Junction,13.0119,77.5545,0.7071067811865475,0.7071067811865476,0.7818314824680298,0.6234898018587336,0.08923473295731495,0.5119768818327415,2.0,1.0,1.2,1.2447653,1.0
Rajajinagar,BTP027 - Modi Bridge Junction,12.9994,77.5496,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0.03814149432490774,0.01305619385836641,4.0,1.0,1.2,3.0637097,1.9999999999999996
K.R. Pura,No Junction,13.0084,77.6954,-0.9659258262890684,0.2588190451025203,-0.433883739117558,-0.9009688679024191,0.024632685746117957,0.5119768818327415,2.0,2.4,1.2,2.6223197,2.5
Jeevanbheemanagar,No Junction,12.9717,77.6584,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0.021464382703154376,0.5119768818327415,2.0,0.0,0.0,1.3362645,2.5
City Market,No Junction,12.9696,77.5756,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0.06268713877863659,0.5119768818327415,0.5,0.0,0.0,1.160758,1.2
Shivajinagar,BTP051 - Safina Plaza Junction,12.9814,77.6089,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,0.08265441125269828,0.04388621962258896,2.0,1.0,1.2,1.3274794,1.2
HAL Old Airport,No Junction,12.932,77.6876,0.25881904510252074,0.9659258262890683,0.7818314824680298,0.6234898018587336,0.063818675579695,0.5119768818327415,4.0,0.0,0.0,2.6475348,2.2
Upparpet,BTP058 - Subbanna Junction,12.9792,77.5772,0.0,1.0,0.9749279121818236,-0.22252093395631434,0.1027261332776269,0.017965322749112177,2.0,2.4,6.6,1.2902317,1.9999999999999996
Magadi Road,BTP071 - Prasanna Junction,12.974,77.5516,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0.026460552886289256,0.002019357983427338,0.5,1.0,0.0,1.0734856,1.2
Yeshwanthpura,No Junction,13.0196,77.5532,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.2225209339563146,0.008181881484576284,0.5119768818327415,1.0,0.0,0.0,1.3274755,1.2
HAL Old Airport,No Junction,12.9308,77.6856,-0.25881904510252157,0.9659258262890681,0.9749279121818236,-0.22252093395631434,0.063818675579695,0.5119768818327415,2.0,0.0,0.0,1.1713226,1.0
Halasuru Gate,"BTP080 - NR Road, SP Road Junction",12.9649,77.584,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0.025520506928486873,0.014762203189192953,0.5,1.0,3.0,1.06717,1.0
Jayanagara,"BTP177 - Aurobindo Circle, ORR",12.9174,77.5836,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,0.011559083629273728,0.0007833716315019845,2.0,0.0,0.0,1.0800638,1.2
K.R. Pura,No Junction,13.0082,77.6944,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,0.024632685746117957,0.5119768818327415,1.0,1.0,1.2,1.5276546,1.2
Magadi Road,BTP067 - Jai Muni Rao Circle,12.9785,77.5427,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,0.026460552886289256,0.0015319267460483254,1.0,2.5,0.0,1.3797169,1.0
Jayanagara,"BTP191 - 40th Cross, 4th Main, Jayanagar",12.9199,77.5817,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,0.011559083629273728,0.0005048394958568345,2.0,0.0,0.0,1.0576885,1.2
Chikkajala,No Junction,13.1919,77.6469,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,0.0190968595501706,0.5119768818327415,2.0,0.0,0.0,2.63377,2.5
Basavanagudi,No Junction,12.943,77.5678,0.25881904510252074,0.9659258262890683,0.43388373911755823,-0.900968867902419,0.018417937469535548,0.5119768818327415,2.0,1.0,1.0,1.1344507,1.2
Chikkajala,No Junction,13.1869,77.6802,-0.25881904510252157,0.9659258262890681,0.0,1.0,0.0190968595501706,0.5119768818327415,2.0,0.0,0.0,1.1616311,1.0
HSR Layout,No Junction,12.9071,77.6291,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,0.01568484088851751,0.5119768818327415,2.0,0.0,0.0,1.2973281,1.2
Basavanagudi,BTP108 - Tagore Park Junction,12.9428,77.5711,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0.018417937469535548,0.008843395306733514,0.5,1.0,1.2,1.2297734,1.2
Malleshwaram,No Junction,12.9945,77.5715,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0.08923473295731495,0.5119768818327415,1.0,1.0,2.2,1.1306877,1.0
Shivajinagar,BTP051 - Safina Plaza Junction,12.9814,77.6085,0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,0.08265441125269828,0.04388621962258896,2.0,1.2,1.2,1.4081559,1.2
Vijayanagara,BTP205 - Modi Hospital Junction,12.9978,77.5442,-0.25881904510252157,0.9659258262890681,-0.9749279121818236,-0.2225209339563146,0.048238284242044425,0.004839495856834482,2.0,1.0,1.2,1.249503,1.2
Upparpet,BTP045 - Danvanthri Road Junction,12.9761,77.5749,0.7071067811865475,0.7071067811865476,-0.9749279121818236,-0.2225209339563146,0.1027261332776269,0.008477821878699256,1.0,1.2,0.0,1.2995741,2.5
Hennuru,No Junction,13.0409,77.6175,0.25881904510252074,0.9659258262890683,-0.7818314824680299,0.6234898018587334,0.004056124225332498,0.5119768818327415,2.0,1.0,0.0,1.0974003,1.0
City Market,"BTP080 - NR Road, SP Road Junction",12.9633,77.5808,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0.06268713877863659,0.014762203189192953,2.0,0.0,0.0,1.4055241,1.2
Basavanagudi,No Junction,12.9419,77.5671,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,0.018417937469535548,0.5119768818327415,2.0,0.0,0.0,1.0976745,1.2
Shivajinagar,No Junction,12.9828,77.6116,0.0,1.0,0.9749279121818236,-0.22252093395631434,0.08265441125269828,0.5119768818327415,2.0,2.5,0.0,1.4135356,2.4
Rajajinagar,BTP061 - Bhashyam Circle,12.9853,77.5532,0.7071067811865475,0.7071067811865476,0.9749279121818236,-0.22252093395631434,0.03814149432490774,0.005152844509435276,0.5,0.0,0.0,1.1371536,1.2
City Market,No Junction,12.9698,77.5758,0.7071067811865475,0.7071067811865476,0.7818314824680298,0.6234898018587336,0.06268713877863659,0.5119768818327415,2.0,2.4,0.0,1.619959,3.0
Jeevanbheemanagar,No Junction,12.971,77.6472,0.0,1.0,0.9749279121818236,-0.22252093395631434,0.021464382703154376,0.5119768818327415,2.0,5.0,0.0,1.8260784,1.2
K.R. Pura,No Junction,13.0082,77.6958,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,0.024632685746117957,0.5119768818327415,1.0,0.0,0.0,1.2270707,1.2
Halasur,"BTP145 - Sri Hatti Maramma Circle, Domluru",12.9611,77.6362,-0.25881904510252157,0.9659258262890681,0.7818314824680298,0.6234898018587336,0.01305619385836641,0.000574472529768122,2.0,0.0,0.0,1.085307,1.0
Malleshwaram,BTP023 - Mahalaxmi Layout Entrance,13.0076,77.5488,0.9659258262890683,0.25881904510252074,0.43388373911755823,-0.900968867902419,0.08923473295731495,0.007050344683517861,1.0,1.2,1.2,1.4890095,1.2
HAL Old Airport,No Junction,12.9335,77.6909,0.25881904510252074,0.9659258262890683,-0.7818314824680299,0.6234898018587334,0.063818675579695,0.5119768818327415,0.5,1.0,1.0,1.0519589,1.0
Vijayanagara,BTP205 - Modi Hospital Junction,12.9976,77.5444,-0.25881904510252157,0.9659258262890681,-0.9749279121818236,-0.2225209339563146,0.048238284242044425,0.004839495856834482,2.0,0.0,0.0,1.2311822,1.2
Upparpet,BTP044 - Sagar Theatre Junction,12.9759,77.5781,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,0.1027261332776269,0.03302346633242811,2.0,1.0,2.4,1.2848113,1.2
Jayanagara,"BTP188 - 27th Cross, 4th Main, Jayanagar",12.9294,77.5807,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0.011559083629273728,0.0007485551145463408,6.0,2.0,1.0,5.58753,11.0
Shivajinagar,No Junction,12.9798,77.6135,0.9659258262890683,0.25881904510252074,-0.7818314824680299,0.6234898018587334,0.08265441125269828,0.5119768818327415,2.0,2.2,2.4,1.1149251,1.0
Adugodi,BTP135 - UCO Bank Junction,12.9363,77.6165,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,0.0157544739224288,0.0034816516955643757,2.0,1.0,0.0,1.1966954,1.0
Vijayanagara,No Junction,12.9688,77.5455,-0.25881904510252157,0.9659258262890681,0.43388373911755823,-0.900968867902419,0.048238284242044425,0.5119768818327415,1.0,0.0,0.0,1.4215955,1.9999999999999996
Jayanagara,"BTP117 - 9th Cross, Kanakapura Road",12.9155,77.5737,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0.011559083629273728,0.001305619385836641,0.5,0.0,0.0,1.1678488,1.0
Upparpet,BTP058 - Subbanna Junction,12.9788,77.581,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,0.1027261332776269,0.017965322749112177,1.0,1.2,0.0,1.1934221,2.4
Kodigehalli,No Junction,13.0307,77.581,0.9659258262890683,0.25881904510252074,-0.9749279121818236,-0.2225209339563146,0.031578580878768886,0.5119768818327415,4.0,0.0,0.0,2.2088344,2.4
Rajajinagar,BTP023 - Mahalaxmi Layout Entrance,13.007,77.5485,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0.03814149432490774,0.007050344683517861,1.0,2.4,0.0,1.5667665,1.0
Upparpet,BTP058 - Subbanna Junction,12.9781,77.5776,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0.1027261332776269,0.017965322749112177,2.0,0.0,0.0,1.0493194,1.2
Jeevanbheemanagar,No Junction,12.9722,77.6579,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334,0.021464382703154376,0.5119768818327415,8.0,0.0,0.0,4.3887415,3.9999999999999996
Sheshadripuram,BTP032 - Windsor Circle,12.9971,77.5837,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,0.01027087250191491,0.0032379360768748696,0.5,0.0,0.0,1.362937,1.9999999999999996
Halasur,No Junction,12.9724,77.6259,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0.01305619385836641,0.5119768818327415,1.0,0.0,0.0,1.1769371,1.0
Upparpet,BTP040 - Elite Junction,12.9759,77.5773,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,0.1027261332776269,0.028967342107095607,1.0,1.2,10.799999999999999,1.8094277,1.2
Jeevanbheemanagar,No Junction,12.9702,77.6411,1.0,6.123233995736766e-17,0.0,1.0,0.021464382703154376,0.5119768818327415,2.0,1.0,0.0,1.2369078,1.0
Byatarayanapura,BTP017 - Attiguppe Circle,12.9607,77.529,0.7071067811865475,0.7071067811865476,0.43388373911755823,-0.900968867902419,0.016433396003063854,0.0016886010723487221,1.0,2.4,0.0,1.7234156,2.4
Upparpet,BTP040 - Elite Junction,12.9775,77.5765,0.7071067811865475,0.7071067811865476,0.7818314824680298,0.6234898018587336,0.1027261332776269,0.028967342107095607,1.5,0.0,0.0,2.453683,3.0
Magadi Road,No Junction,12.9757,77.5588,0.7071067811865475,0.7071067811865476,-0.9749279121818236,-0.2225209339563146,0.026460552886289256,0.5119768818327415,0.5,1.0,3.0,1.1006395,1.0
HAL Old Airport,No Junction,12.9334,77.6911,-0.7071067811865477,0.7071067811865474,0.0,1.0,0.063818675579695,0.5119768818327415,0.5,1.2,11.4,2.095407,1.8000000000000003
Byatarayanapura,BTP017 - Attiguppe Circle,12.9605,77.5293,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,0.016433396003063854,0.0016886010723487221,0.5,1.2,4.8,1.3147604,1.2
Halasuru Gate,"BTP080 - NR Road, SP Road Junction",12.9654,77.5841,-0.5000000000000004,0.8660254037844384,0.0,1.0,0.025520506928486873,0.014762203189192953,0.5,0.0,0.0,1.1576836,1.2
Vijayanagara,BTP028 - Vijayanagar Bus Stand Junction,12.9733,77.5389,0.9659258262890683,0.25881904510252074,0.43388373911755823,-0.900968867902419,0.048238284242044425,0.003290160852308335,2.0,0.0,0.0,1.2264118,1.2
Banaswadi,No Junction,12.9941,77.6633,0.7071067811865476,-0.7071067811865475,0.43388373911755823,-0.900968867902419,0.012795069981199081,0.5119768818327415,2.5,3.5999999999999996,1.2,4.5781736,3.599999999999999
Kamakshipalya,No Junction,12.9894,77.5005,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,0.005083211475523989,0.5119768818327415,2.0,1.0,2.0,1.6021273,3.0
HAL Old Airport,No Junction,12.9301,77.6851,0.7071067811865475,0.7071067811865476,0.7818314824680298,0.6234898018587336,0.063818675579695,0.5119768818327415,2.0,1.2,0.0,1.3679022,1.2
Magadi Road,BTP091 - Sirsi Circle,12.964,77.5568,-0.25881904510252157,0.9659258262890681,0.7818314824680298,0.6234898018587336,0.026460552886289256,0.0010270872501914909,0.5,0.0,0.0,1.1520699,1.0
Malleshwaram,No Junction,13.0126,77.5535,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,0.08923473295731495,0.5119768818327415,2.0,1.0,1.0,1.1460755,1.0
Devanahalli Airport,No Junction,13.189,77.6803,0.7071067811865475,0.7071067811865476,0.43388373911755823,-0.900968867902419,0.003290160852308335,0.5119768818327415,4.0,0.0,0.0,2.4599829,1.9999999999999996
Shivajinagar,BTP171 - Indian Express (Balekundri),12.9844,77.5996,0.7071067811865475,0.7071067811865476,-0.7818314824680299,0.6234898018587334,0.08265441125269828,0.0005222477543346564,2.0,0.0,0.0,1.0750443,1.0
Byatarayanapura,BTP017 - Attiguppe Circle,12.9607,77.5291,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,0.016433396003063854,0.0016886010723487221,1.5,1.2,1.2,3.1053467,3.599999999999999
Upparpet,BTP058 - Subbanna Junction,12.9789,77.5796,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0.1027261332776269,0.017965322749112177,4.0,1.0,7.4,2.3401718,2.2
HAL Old Airport,No Junction,12.9572,77.7152,-0.7071067811865477,0.7071067811865474,-0.433883739117558,-0.9009688679024191,0.063818675579695,0.5119768818327415,2.0,0.0,0.0,1.2398314,1.2
Rajajinagar,No Junction,13.0007,77.5254,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,0.03814149432490774,0.5119768818327415,5.0,0.0,0.0,6.524746,4.5
Shivajinagar,BTP042 - Minsk Square Junction (CTO),12.9818,77.5987,0.0,1.0,-0.433883739117558,-0.9009688679024191,0.08265441125269828,0.003185711301441404,0.5,3.0,1.0,1.2378532,1.2
Shivajinagar,No Junction,12.9812,77.6114,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0.08265441125269828,0.5119768818327415,1.0,0.0,0.0,1.12945,1.2
K.R. Pura,No Junction,13.0083,77.6944,-1.0,-1.8369701987210297e-16,0.0,1.0,0.024632685746117957,0.5119768818327415,1.0,5.0,2.4,1.8881159,5.0
Rajajinagar,BTP009 - Prakash Nagar Junction,12.9925,77.5545,-0.7071067811865477,0.7071067811865474,0.9749279121818236,-0.22252093395631434,0.03814149432490774,0.0002437156186895063,1.0,6.0,1.2,1.381381,2.4
Malleshwaram,No Junction,12.9993,77.5715,0.8660254037844386,0.5000000000000001,0.0,1.0,0.08923473295731495,0.5119768818327415,0.5,0.0,0.0,1.0881354,1.2
Vijayanagara,BTP020 - Hosahalli Metro Station,12.9745,77.5456,0.0,1.0,0.7818314824680298,0.6234898018587336,0.048238284242044425,0.008547454912610542,1.0,1.0,0.0,1.5621707,1.2
City Market,"BTP080 - NR Road, SP Road Junction",12.9633,77.5809,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,0.06268713877863659,0.014762203189192953,0.5,2.4,2.4,1.1950964,1.2
Chikkajala,No Junction,13.1848,77.6797,-0.7071067811865477,0.7071067811865474,0.0,1.0,0.0190968595501706,0.5119768818327415,2.0,2.0,0.0,1.741266,2.5
Vijayanagara,"BTP016 - 5th Main Road, RPC Layout",12.9648,77.539,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0.048238284242044425,0.007050344683517861,2.5,3.5999999999999996,1.2,3.981688,2.4
Wilson Garden,"BTP123 - 10th Cross, Wilson Garden",12.9451,77.5952,0.7071067811865475,0.7071067811865476,-0.433883739117558,-0.9009688679024191,0.013091010375322053,0.003063853492096651,1.0,0.0,0.0,1.199035,1.9999999999999996
Banaswadi,No Junction,13.0005,77.6769,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0.012795069981199081,0.5119768818327415,17.0,5.0,1.8,25.690119,32.5
Chikkajala,No Junction,13.1444,77.6178,-0.9659258262890684,0.2588190451025203,-0.7818314824680299,0.6234898018587334,0.0190968595501706,0.5119768818327415,1.5,1.0,4.0,2.5302982,1.9999999999999996
Banashankari,BTP157 - Kadirenahalli Cross,12.9139,77.5673,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0.004456514170322401,0.00013926606782257503,2.0,0.0,0.0,1.4679939,1.2
Jeevanbheemanagar,No Junction,12.9805,77.6462,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,0.021464382703154376,0.5119768818327415,2.0,0.0,0.0,1.2183092,1.0
Vijayanagara,BTP020 - Hosahalli Metro Station,12.9744,77.546,0.7071067811865475,0.7071067811865476,0.7818314824680298,0.6234898018587336,0.048238284242044425,0.008547454912610542,0.5,15.6,4.8,1.3010159,1.2
Basavanagudi,BTP108 - Tagore Park Junction,12.9431,77.5711,0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,0.018417937469535548,0.008843395306733514,0.5,0.0,0.0,1.2294796,1.2
Shivajinagar,BTP211 - Central Street Junction,12.9838,77.6036,0.9659258262890683,0.25881904510252074,-0.433883739117558,-0.9009688679024191,0.08265441125269828,0.01808718055845693,3.0,1.0,1.2,3.3835065,3.4000000000000004
K.G. Halli,No Junction,13.0345,77.6247,-0.7071067811865477,0.7071067811865474,0.0,1.0,0.0028375461318849663,0.5119768818327415,2.0,0.0,0.0,1.2700052,1.9999999999999996
Chikkajala,No Junction,13.1842,77.6881,0.0,1.0,-0.9749279121818236,-0.2225209339563146,0.0190968595501706,0.5119768818327415,2.0,2.4,0.0,1.2753489,1.2
Shivajinagar,No Junction,12.9833,77.6096,0.9659258262890683,0.25881904510252074,-0.7818314824680299,0.6234898018587334,0.08265441125269828,0.5119768818327415,0.5,0.0,0.0,1.2662085,1.2
Bellandur,No Junction,12.9174,77.6724,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,0.01704268504978762,0.5119768818327415,2.0,0.0,0.0,1.3577336,2.5
V.V.Puram (C.Pet),BTP212 - Minto Junction,12.9606,77.5717,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,0.007711858505675092,0.0006963303391128751,1.0,0.0,0.0,1.0466096,1.2
